X,Y
3.745401188473625,1.5828261274450461
9.50714306409916,21.556819732235418
7.319939418114051,12.016824378887163
5.986584841970366,15.828417898888347
1.5601864044243652,32.9585432400723
1.5599452033620265,10.426432716289824
0.5808361216819946,11.928880696663596
8.661761457749352,25.979641373559122
6.011150117432088,6.914581624294031
7.080725777960454,5.883566502348694
0.20584494295802447,13.00973474542785
9.699098521619943,5.195273980916712
8.324426408004218,31.81768182876584
2.1233911067827616,27.069173240805505
1.8182496720710062,22.646233015301682
1.8340450985343382,31.937403670939425
3.0424224295953772,25.619386074967696
5.247564316322379,6.089629437866096
4.319450186421157,26.997741095448287
2.9122914019804194,16.548646687538646
6.118528947223795,26.06900123609367
1.3949386065204183,29.565042947338082
2.9214464853521815,12.093485847815955
3.663618432936917,6.9559242339023495
4.56069984217036,8.864058660014065
7.851759613930136,17.720301813102324
1.9967378215835974,26.011129311198882
5.142344384136116,33.26225583086954
5.924145688620425,3.459898611465733
0.46450412719997725,15.608103964494404
6.075448519014383,12.380545098341146
1.7052412368729153,9.628179144608279
0.6505159298527952,5.149035449358782
9.488855372533333,13.556456130293023
9.656320330745594,31.233766366522662
8.08397348116461,11.550430135308911
3.0461376917337066,15.870131216164172
0.9767211400638387,20.06087431748361
6.842330265121569,12.015858167244776
4.4015249373960135,32.866260070275764
1.2203823484477883,31.301606336523747
4.951769101112702,7.061991317336948
0.34388521115218396,17.263817028473927
9.093204020787821,11.796984053960763
2.587799816000169,8.777499958921762
6.62522284353982,3.4140586325270394
3.1171107608941098,20.403347456288905
5.200680211778108,14.794430101204595
5.4671027934327965,4.259937258196247
1.8485445552552704,11.480962979834812
9.695846277645586,31.414079065350162
7.7513282336111455,11.294460824078978
9.394989415641891,3.5915074268225107
8.948273504276488,14.807932728496644
5.978999788110851,32.599584157735336
9.218742350231167,10.289230047169431
0.884925020519195,23.19416179478845
1.959828624191452,32.55405144117098
0.45227288910538066,10.270907341158324
3.2533033076326436,26.117621738716984
3.8867728968948203,14.941497508564002
2.713490317738959,22.271957420418982
8.287375091519294,20.37535283354615
3.567533266935893,19.591178963229286
2.8093450968738076,3.163042672557106
5.426960831582485,26.585437654197122
1.4092422497476265,10.652674853493869
8.021969807540398,7.759303590768272
0.7455064367977082,7.852571379989935
9.868869366005173,15.992257910463756
7.722447692966574,23.6994512360175
1.987156815341724,-0.7277968745436185
0.05522117123602399,16.418928017399562
8.154614284548341,10.97277444987287
7.068573438476172,21.48374375047442
7.2900716804098735,5.075503314291131
7.712703466859457,21.29752472455404
0.7404465173409036,14.961255886885475
3.5846572854427263,28.64116639866776
1.1586905952512971,6.558545503543748
8.631034258755935,12.323134211315383
6.232981268275579,4.101004942006037
3.308980248526492,34.028696727007535
0.6355835028602363,29.588018646065454
3.109823217156622,5.687963658139455
3.2518332202674705,22.172430010564227
7.29606178338064,25.1930930764997
6.3755747135521315,20.360891017576318
8.872127425763265,16.30447587381479
4.722149251619493,9.026095844079752
1.195942459383017,5.803057592137891
7.13244787222995,30.647983126940044
7.607850486168974,26.611948900788367
5.612771975694963,20.324041246516142
7.70967179954561,11.221003109139106
4.937955963643907,11.169628773232404
5.227328293819941,27.30957884666937
4.275410183585496,29.72327122049922
0.2541912674409519,26.09082481928343
1.0789142699330445,27.23199026983827
